Timestamp,Seq,Uptime,Status,CO2,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,TempBoard,TempExt,TempSHT,TempBat,Lat,Lon,Alt,Fix,Sats,BatMV,PM1,PM2.5,PM10,Ozone,Hum,Press,TempBaro,Rad,HeatBat,HeatBrd,FusAlt,KalAlt,Roll,Pitch
32:39.8,SIM,6650,0x0000,413,-53,80,9710,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
32:40.5,SIM,7290,0x0000,399,87,-21,9492,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
32:41.1,SIM,7922,0x0000,410,-71,86,10089,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
32:41.8,SIM,8589,0x0000,395,-20,85,10274,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
32:42.4,SIM,9208,0x0000,397,28,55,10104,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
32:43.0,SIM,9798,0x0000,412,82,-39,9964,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
32:43.6,SIM,10396,0x0000,412,40,-6,9636,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
32:44.2,SIM,10987,0x0000,407,-92,78,9593,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
32:44.8,SIM,11580,0x0000,399,40,24,9884,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
32:45.4,SIM,12198,0x0000,401,-36,90,9692,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
32:46.0,SIM,12851,0x0000,410,0,-83,9583,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
32:46.6,SIM,13455,0x0000,405,-26,52,10147,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
32:47.3,SIM,14091,0x0000,405,-92,-18,10132,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
32:47.9,SIM,14746,0x0000,406,9,93,9630,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
32:48.6,SIM,15412,0x0000,409,-70,-77,10220,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
32:49.2,SIM,16083,0x0000,415,93,96,10028,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
32:49.9,SIM,16748,0x0000,405,-54,57,9922,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
32:50.6,SIM,17447,0x0000,405,60,-50,9396,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
32:51.3,SIM,18107,0x0000,396,-21,-78,9875,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
32:51.9,SIM,18755,0x0000,411,16,98,9361,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
32:52.6,SIM,19411,0x0000,408,-85,-74,10255,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
32:53.3,SIM,20097,0x0000,407,-74,-52,9988,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
32:53.9,SIM,20772,0x0000,396,-48,27,10151,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
32:54.5,SIM,21392,0x0000,401,37,52,9450,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
32:55.1,SIM,21968,0x0000,412,-77,20,10115,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
32:55.7,SIM,22542,0x0000,404,-95,6,9626,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
32:56.3,SIM,23126,0x0000,411,-26,8,10123,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
32:56.9,SIM,23707,0x0000,399,-17,32,10042,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
32:57.4,SIM,24288,0x0000,404,-2,-64,10088,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
32:58.1,SIM,24932,0x0000,404,-12,-1,9869,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
32:58.7,SIM,25535,0x0000,401,28,-43,9537,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
32:59.3,SIM,26139,0x0000,404,10,92,10009,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
32:59.9,SIM,26744,0x0000,406,53,70,10055,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
33:00.6,SIM,27379,0x0000,396,-69,54,9334,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
33:01.2,SIM,27983,0x0000,395,-96,63,10299,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
33:01.8,SIM,28587,0x0000,400,-85,38,9573,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
33:02.4,SIM,29259,0x0000,411,61,76,9438,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
33:03.1,SIM,29903,0x0000,399,66,63,10136,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
33:03.7,SIM,30531,0x0000,404,8,-7,9970,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
33:04.3,SIM,31157,0x0000,402,41,-4,10176,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
33:05.0,SIM,31786,0x0000,395,-84,9,9734,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
33:05.6,SIM,32412,0x0000,411,-66,-4,10128,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
33:06.2,SIM,33040,0x0000,408,-85,54,9515,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
33:06.9,SIM,33712,0x0000,397,0,-38,10283,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
33:07.5,SIM,34361,0x0000,405,78,-24,10083,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
33:08.2,SIM,35040,0x0000,409,3,79,9532,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,0,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
33:08.8,SIM,35688,0x0000,405,-48,40,9845,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,0,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
33:09.5,SIM,36329,0x0000,414,97,-75,9545,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,0,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
33:10.1,SIM,36981,0x0000,409,62,-99,9851,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,0,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
33:10.8,SIM,37665,0x0000,400,46,10,10072,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,0,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
33:11.5,SIM,38318,0x0000,398,-54,48,9666,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,0,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
33:12.1,SIM,38991,0x0000,409,-54,-81,9508,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,0,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
33:12.9,SIM,39729,0x0000,401,-82,4,9953,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,0,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
33:13.6,SIM,40409,0x0000,404,-36,-16,10221,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,0,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
33:14.3,SIM,41118,0x0000,410,89,1,9565,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,0,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
33:14.9,SIM,41743,0x0000,404,64,-28,10238,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,0,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
33:15.5,SIM,42377,0x0000,411,97,8,10064,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,0,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
33:16.1,SIM,42951,0x0000,397,-3,79,9697,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,0,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
33:16.7,SIM,43532,0x0000,409,-17,-54,9943,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,0,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
33:17.3,SIM,44109,0x0000,400,85,-77,9411,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,0,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
33:17.8,SIM,44694,0x0000,403,-69,-27,10196,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,0,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
33:18.4,SIM,45276,0x0000,409,-90,-71,9458,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
33:19.1,SIM,45899,0x0000,412,-93,-43,9893,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
33:19.7,SIM,46481,0x0000,411,-90,-68,9307,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
33:20.2,SIM,47060,0x0000,396,4,68,9482,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
33:20.8,SIM,47638,0x0000,405,-87,-60,9388,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
33:21.4,SIM,48248,0x0000,403,54,79,9884,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
33:22.0,SIM,48851,0x0000,409,-25,-90,9489,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
33:22.7,SIM,49498,0x0000,408,-97,15,9636,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
33:23.3,SIM,50099,0x0000,414,-41,-78,9799,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
33:23.9,SIM,50717,0x0000,414,94,83,9485,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
33:24.5,SIM,51322,0x0000,397,-9,-37,10153,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
33:25.1,SIM,51926,0x0000,402,-94,51,9557,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
33:25.7,SIM,52522,0x0000,405,97,-46,10255,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
33:26.3,SIM,53127,0x0000,403,61,0,9883,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
33:27.0,SIM,53781,0x0000,409,23,-75,9834,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
33:27.6,SIM,54385,0x0000,401,-76,-29,9359,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
33:28.2,SIM,55008,0x0000,407,-36,-45,9335,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
33:28.8,SIM,55630,0x0000,407,87,15,9710,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
33:29.4,SIM,56235,0x0000,402,-74,-7,9911,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
33:30.0,SIM,56881,0x0000,397,93,73,9779,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
33:30.7,SIM,57528,0x0000,399,33,85,10071,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
33:31.3,SIM,58146,0x0000,400,8,-45,9737,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
33:31.9,SIM,58765,0x0000,412,6,38,9396,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
33:32.5,SIM,59395,0x0000,403,-94,-88,9981,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
33:33.2,SIM,60014,0x0000,395,-35,0,9301,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
33:33.8,SIM,60657,0x0000,405,16,-68,9507,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
33:34.4,SIM,61287,0x0000,399,23,6,9675,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
33:35.1,SIM,61953,0x0000,414,-62,96,9589,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
33:35.7,SIM,62581,0x0000,398,-55,-50,9459,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
33:36.4,SIM,63213,0x0000,405,-20,-2,9360,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
33:37.0,SIM,63841,0x0000,398,38,62,9654,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
33:37.6,SIM,64470,0x0000,404,92,-11,9608,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
33:38.2,SIM,65073,0x0000,411,-84,-27,10299,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
33:38.9,SIM,65766,0x0000,407,99,78,9721,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
33:39.5,SIM,66370,0x0000,407,62,29,9678,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
33:40.1,SIM,66973,0x0000,399,-12,-41,9927,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
33:40.8,SIM,67596,0x0000,409,86,60,9994,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
33:41.5,SIM,68292,0x0000,402,-66,70,9499,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
33:42.1,SIM,68921,0x0000,401,42,-11,9362,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
33:42.7,SIM,69555,0x0000,412,10,72,9866,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
33:43.4,SIM,70216,0x0000,404,-42,-85,9446,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
33:44.0,SIM,70856,0x0000,405,-92,81,9697,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
33:44.7,SIM,71487,0x0000,396,28,38,9353,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
33:45.3,SIM,72118,0x0000,412,-6,8,10283,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
33:45.9,SIM,72745,0x0000,399,34,-5,10087,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
33:46.6,SIM,73377,0x0000,404,-31,70,9979,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
33:47.2,SIM,74002,0x0000,400,-22,99,10180,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
33:47.8,SIM,74674,0x0000,401,66,35,9537,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
33:48.5,SIM,75324,0x0000,415,95,36,10086,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100460,2467,12,0,0,50,50,0,0
33:49.1,SIM,75964,0x0000,404,-49,-53,9799,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,98740,2467,12,0,0,50,50,0,0
33:49.7,SIM,76562,0x0000,410,-85,-69,9504,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,101234,2467,12,0,0,50,50,0,0
33:50.3,SIM,77168,0x0000,408,-79,-85,9544,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,98258,2467,12,0,0,50,50,0,0
33:50.9,SIM,77785,0x0000,403,-11,0,9351,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,102555,2467,12,0,0,50,50,0,0
33:51.6,SIM,78459,0x0000,397,82,36,10010,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,103008,2467,12,0,0,50,50,0,0
33:52.2,SIM,79071,0x0000,407,-75,89,9891,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100456,2467,12,0,0,50,50,0,0
33:52.8,SIM,79685,0x0000,396,56,82,10223,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100159,2467,12,0,0,50,50,0,0
33:53.5,SIM,80304,0x0000,400,-49,-2,9320,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,98542,2467,12,0,0,50,50,0,0
33:54.1,SIM,80925,0x0000,409,-61,31,9814,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100977,2467,12,0,0,50,50,0,0
33:54.7,SIM,81557,0x0000,395,-24,-71,9825,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,102761,2467,12,0,0,50,50,0,0
33:55.3,SIM,82174,0x0000,405,79,-62,10011,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,101916,2467,12,0,0,50,50,0,0
33:56.0,SIM,82829,0x0000,398,-89,-97,9875,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100787,2467,12,0,0,50,50,0,0
33:56.6,SIM,83448,0x0000,396,83,9,9776,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,101753,2467,12,0,0,50,50,0,0
33:57.2,SIM,84062,0x0000,400,-54,38,10228,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,101811,2467,12,0,0,50,50,0,0
33:57.8,SIM,84676,0x0000,405,10,25,9304,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,101350,2467,12,0,0,50,50,0,0
